Customer,Toll free service,Equipment rental,Calling card service,Wireless service,Long distance last month,Toll free last month,Equipment last month,Calling card last month,Wireless last month,Long distance over tenure,Toll free over tenure,Equipment over tenure,Calling card over tenure,Wireless over tenure,Multiple lines,Voice mail,Paging service,Internet,Caller ID,Call waiting,Call forwarding,Three way calling,Electronic billing,Churn within last month
ID0370,Yes,Yes,Yes,Yes,18.85,30,51.95,18.75,47.3,1230.7,1820.3,3045.8,1095,2840.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0371,Yes,Yes,Yes,Yes,25.1,26.75,44.95,11.5,27.4,1418.35,1435.25,2451.85,645,1553.5,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
ID0372,Yes,No,No,No,13.35,25.75,0,0,0,572.4,987.7,0,0,0,No,No,No,No,No,Yes,No,Yes,No,No
ID0373,No,No,Yes,No,18.1,0,0,35.25,0,1114.75,0,0,2200,0,Yes,No,No,No,No,No,No,No,No,No
ID0374,Yes,Yes,No,Yes,3.55,11,44.75,0,30.8,56.85,182.25,638.55,0,438.4,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
ID0375,No,No,No,No,4.45,0,0,0,0,36.85,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0376,No,No,No,No,7.75,0,0,0,0,148.75,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0377,Yes,No,Yes,No,6.8,17.75,0,14,0,245.95,558.35,0,425,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No
ID0378,No,No,Yes,No,14.85,0,0,17.5,0,978.35,0,0,970,0,Yes,No,No,No,No,No,No,No,No,No
ID0379,Yes,Yes,Yes,Yes,7.75,19.75,35.15,17,31.15,315.9,859.6,1535.05,770,1448.4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
ID0380,No,No,Yes,No,7.5,0,0,15.75,0,224.25,0,0,485,0,No,No,No,No,No,No,No,No,Yes,No
ID0381,No,No,No,No,4.05,0,0,0,0,48.85,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0382,No,Yes,No,No,5.4,0,28.35,0,0,60.15,0,253.35,0,0,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
ID0383,No,No,Yes,No,29.95,0,0,29,0,2142.8,0,0,1915,0,Yes,No,No,No,No,No,Yes,Yes,No,No
ID0384,No,No,No,No,7.5,0,0,0,0,199.65,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No
ID0385,Yes,Yes,Yes,No,27.1,18.5,42.5,37.5,0,1408.35,935,2297.85,2015,0,Yes,No,Yes,Yes,No,No,No,No,No,No
ID0386,Yes,No,Yes,Yes,17.55,30.75,0,21.25,46.7,1035.2,1863.15,0,1245,2640,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0387,No,No,Yes,No,13.45,0,0,16,0,470.9,0,0,470,0,No,No,No,No,No,Yes,No,No,No,No
ID0388,No,Yes,Yes,Yes,24.35,0,46.6,15.25,37.45,1585.85,0,3013.25,1015,2396.15,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
ID0389,Yes,No,Yes,No,5.4,18,0,15,0,76.75,274.95,0,225,0,No,No,No,No,Yes,Yes,Yes,No,No,No
ID0390,No,Yes,Yes,Yes,24.15,0,34.8,17.75,33.2,1546.55,0,2214.1,1115,2148.15,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No
ID0391,No,No,Yes,No,7.25,0,0,21.75,0,329.95,0,0,945,0,No,No,No,No,No,No,No,No,No,No
ID0392,Yes,No,Yes,Yes,53.75,68.5,0,10.25,43.95,3776.1,4938.6,0,780,3102.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0393,Yes,Yes,Yes,Yes,25.05,39,56.8,32.75,51,1541.9,2536.1,3279.9,1980,3182.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0394,Yes,Yes,Yes,Yes,12.4,35,48.3,5.75,43.5,660.85,1919.75,2484.3,315,2259.8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
ID0395,Yes,No,Yes,No,12.9,28.25,0,14,0,363.65,820.15,0,370,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
ID0396,No,Yes,No,Yes,5.05,0,46.9,0,42.65,141.95,0,1262.7,0,1189.9,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
ID0397,Yes,No,Yes,Yes,18.3,33.5,0,15.5,17.45,546.35,1090.65,0,510,559.45,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0398,No,No,Yes,No,12.5,0,0,15,0,638.7,0,0,755,0,Yes,No,No,No,No,No,No,No,No,No
ID0399,Yes,Yes,Yes,Yes,16.35,33.5,38.95,18.75,30.6,729.3,1613.6,1763.1,920,1408.5,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
ID0400,Yes,No,Yes,No,19.65,31,0,19.75,0,1008.8,1661.3,0,1050,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
ID0401,No,No,No,No,8.1,0,0,0,0,289.75,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No
ID0402,Yes,No,Yes,No,7.65,25,0,13.5,0,344,1060.65,0,465,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
ID0403,No,No,Yes,No,12.65,0,0,16.5,0,558.85,0,0,760,0,Yes,No,No,No,No,No,No,No,No,No
ID0404,No,No,Yes,No,25.1,0,0,21.5,0,1659.1,0,0,1530,0,Yes,Yes,No,No,No,No,Yes,Yes,No,No
ID0405,No,No,Yes,No,13.8,0,0,47,0,840.15,0,0,2790,0,No,No,No,No,No,No,No,No,No,No
ID0406,Yes,No,Yes,No,30.3,26.5,0,51.25,0,2201,1981.65,0,3450,0,Yes,No,No,No,Yes,No,No,Yes,No,No
ID0407,Yes,Yes,Yes,Yes,5.25,22,61.95,8.75,57.8,213.45,951.95,2803.5,360,2451.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0408,No,Yes,Yes,No,10.95,0,24.5,9.75,0,504.3,0,1032.75,410,0,Yes,No,No,Yes,No,No,No,No,Yes,No
ID0409,No,No,Yes,No,6.5,0,0,13.25,0,265.45,0,0,460,0,No,No,No,No,No,No,No,No,No,No
ID0410,Yes,No,No,No,8.2,15,0,0,0,303.95,595.6,0,0,0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
ID0411,Yes,Yes,Yes,Yes,13.2,46,53.15,11.5,46.4,593.35,2412.65,2499,540,2280,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0412,No,No,No,No,2.6,0,0,0,0,16.1,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No
ID0413,No,Yes,No,Yes,4.3,0,32.55,0,25.4,47.45,0,332,0,255.7,Yes,No,No,Yes,No,No,No,No,Yes,Yes
ID0414,No,No,Yes,No,38.2,0,0,28.25,0,2751.65,0,0,2005,0,Yes,No,No,No,No,No,No,No,No,No
ID0415,No,No,Yes,No,31.6,0,0,26,0,2112.25,0,0,1690,0,Yes,No,No,No,Yes,Yes,Yes,No,No,No
ID0416,No,Yes,Yes,No,19.9,0,41.7,23.75,0,1144.6,0,2275.7,1335,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No
ID0417,No,No,No,No,2.25,0,0,0,0,41.8,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0418,Yes,Yes,Yes,No,9.85,20.75,27.65,36,0,671.2,1391.85,1729.2,2305,0,Yes,No,No,No,No,Yes,No,Yes,No,No
ID0419,No,Yes,No,No,4.65,0,32.05,0,0,64.45,0,207.85,0,0,Yes,No,No,Yes,No,No,No,No,Yes,Yes
ID0420,No,Yes,No,No,0.9,0,23.85,0,0,0.9,0,23.85,0,0,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
ID0421,No,No,No,No,3.6,0,0,0,0,166.75,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No
ID0422,No,Yes,No,No,3.6,0,28.7,0,0,14.95,0,110.15,0,0,No,Yes,No,Yes,No,No,No,No,Yes,Yes
ID0423,Yes,No,No,No,8.1,15,0,0,0,144.4,251.1,0,0,0,No,No,No,No,Yes,Yes,Yes,No,No,No
ID0424,Yes,Yes,Yes,Yes,2.95,17,39.3,20,34.3,16.8,134.25,296.7,165,260.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ID0425,No,No,Yes,No,4.2,0,0,16.5,0,243.1,0,0,800,0,Yes,No,No,No,No,No,No,No,No,No
ID0426,No,Yes,Yes,No,22.7,0,32.9,8.5,0,1257.4,0,1846.85,525,0,Yes,No,No,Yes,No,No,No,No,Yes,No
ID0427,Yes,No,Yes,No,11.95,32,0,53,0,757.6,1999.95,0,3250,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
ID0428,No,No,Yes,No,9.45,0,0,11,0,383.45,0,0,475,0,No,No,No,No,No,No,No,No,No,No
ID0429,Yes,No,Yes,Yes,5.05,35.5,0,10.5,23.3,64.85,452.3,0,115,244.3,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
ID0430,No,No,Yes,No,21.85,0,0,46.5,0,1589.1,0,0,3265,0,Yes,No,No,No,No,No,No,No,No,No
ID0431,No,No,Yes,No,5.95,0,0,5.25,0,236.3,0,0,175,0,No,No,No,No,No,No,No,No,No,No
ID0432,No,No,Yes,No,26.8,0,0,21.75,0,1774.75,0,0,1480,0,Yes,No,No,No,No,No,No,No,No,No
ID0433,No,Yes,No,No,4.75,0,21.4,0,0,41.4,0,291.4,0,0,No,No,No,Yes,No,No,No,No,Yes,Yes
ID0434,No,Yes,Yes,No,12.1,0,44.9,24.5,0,479.95,0,1853.3,1005,0,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No
ID0435,Yes,Yes,Yes,Yes,4.75,23,38.55,13.5,42.7,48,221.35,427.65,155,387.95,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ID0436,Yes,Yes,Yes,Yes,7.1,40.75,39.75,16.5,50.85,314.8,1849.5,1717.2,775,2239.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0437,Yes,No,Yes,No,13.35,18.5,0,18.5,0,709.25,978.85,0,915,0,No,No,No,No,No,No,No,Yes,No,No
ID0438,No,Yes,Yes,Yes,8,0,38.5,20.5,40.05,336.9,0,1573.85,770,1713.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0439,Yes,No,Yes,No,12.85,21.75,0,17,0,622.75,1018.55,0,790,0,No,Yes,No,No,Yes,Yes,No,No,No,No
ID0440,Yes,Yes,Yes,Yes,4.9,26,41.55,10,36.4,19.65,95.95,111.7,25,142.9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ID0441,Yes,Yes,Yes,Yes,9.65,39.25,51.15,53.5,74.8,483.55,2053.2,2658.05,2675,3817.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0442,Yes,No,Yes,No,3.8,26.5,0,20.5,0,3.8,26.5,0,20.5,0,No,No,No,No,Yes,Yes,Yes,No,No,No
ID0443,Yes,Yes,No,No,4.05,22.25,31.8,0,0,79.45,396.35,543.85,0,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
ID0444,No,No,No,No,7.4,0,0,0,0,246.55,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No
ID0445,Yes,No,No,Yes,7,26.5,0,0,26.1,321.95,1161.3,0,0,1173.45,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0446,No,No,Yes,No,23.95,0,0,10,0,1513,0,0,615,0,Yes,No,No,No,No,No,No,No,No,No
ID0447,Yes,No,Yes,No,16.05,18.75,0,8.25,0,930.4,1096,0,365,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0448,No,No,Yes,No,10.2,0,0,17.5,0,640.75,0,0,1020,0,No,No,No,No,No,No,No,No,No,No
ID0449,No,Yes,No,Yes,7.7,0,38.9,0,32,190.05,0,1041.1,0,873.3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
ID0450,Yes,No,Yes,No,15.65,21.75,0,30.75,0,477.95,612.55,0,855,0,No,No,No,No,No,Yes,Yes,Yes,No,No
ID0451,No,No,Yes,No,8.95,0,0,9.25,0,369.95,0,0,415,0,No,No,No,No,No,Yes,Yes,Yes,No,No
ID0452,No,No,No,No,12.75,0,0,0,0,274.85,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0453,No,No,No,No,3.2,0,0,0,0,36.9,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No
ID0454,Yes,Yes,Yes,No,12.35,19.75,27.85,14.5,0,585.05,937.85,1359.05,690,0,Yes,No,No,No,No,No,No,No,Yes,No
ID0455,Yes,No,Yes,Yes,18.6,46.25,0,14.75,41.2,1007.3,2610.55,0,835,2163.5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0456,No,No,No,No,3.15,0,0,0,0,54.25,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No
ID0457,Yes,No,Yes,Yes,4.6,19.75,0,8.75,56.45,140.55,593.75,0,290,1771.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
ID0458,No,Yes,No,No,4.65,0,25.25,0,0,12.3,0,90.5,0,0,Yes,No,No,No,No,Yes,No,No,No,No
ID0459,Yes,No,Yes,No,14.5,44.25,0,18.25,0,1020.3,3097.25,0,1230,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0460,Yes,Yes,Yes,Yes,5.85,25.5,42.45,13.25,34.15,114.55,656.85,1089.7,310,810.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ID0461,Yes,No,Yes,No,7.1,21.25,0,25.25,0,59.3,241.8,0,220,0,No,No,No,Yes,Yes,No,Yes,No,No,No
ID0462,Yes,No,Yes,No,7.25,25.5,0,32.5,0,171.85,688.35,0,840,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0463,Yes,No,Yes,No,8.55,21.75,0,15.5,0,215.95,522.15,0,370,0,No,No,No,No,Yes,Yes,No,Yes,No,No
ID0464,No,Yes,Yes,No,7.9,0,35.2,27.5,0,253.05,0,1087.55,840,0,Yes,No,No,Yes,No,No,No,No,Yes,No
ID0465,Yes,No,Yes,Yes,8.5,27,0,20,31.25,175.3,582,0,440,646.9,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0466,No,Yes,Yes,Yes,42.85,0,70.05,15,111.95,3080.85,0,5028.65,1020,7856.85,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
ID0467,Yes,No,Yes,Yes,5.25,30,0,21.75,25.75,48.5,293.85,0,205,223.25,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
ID0468,No,No,No,No,6,0,0,0,0,134.7,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No
ID0469,No,Yes,Yes,No,45.4,0,25.75,46.75,0,2973.55,0,1699.85,3065,0,Yes,No,Yes,No,No,No,No,No,Yes,No
ID0470,No,No,No,No,9.35,0,0,0,0,157,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0471,No,No,Yes,No,8.2,0,0,13.75,0,288.4,0,0,480,0,Yes,No,No,No,No,No,No,No,Yes,No
ID0472,Yes,Yes,No,No,2.4,14.75,27.5,0,0,25.45,72.45,147.4,0,0,No,No,No,No,Yes,Yes,Yes,No,No,Yes
ID0473,No,Yes,No,No,6.4,0,31.2,0,0,22.4,0,49.55,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes
ID0474,No,Yes,No,No,3.2,0,21.6,0,0,24.55,0,98.4,0,0,No,No,No,Yes,No,No,No,No,Yes,Yes
ID0475,Yes,No,Yes,Yes,20,63.5,0,15,36.8,1207.3,3907.8,0,870,2163.75,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
ID0476,No,No,No,No,8,0,0,0,0,142.05,0,0,0,0,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes
ID0477,No,No,Yes,Yes,22.8,0,0,5,33.05,1266.1,0,0,310,1746.9,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0478,No,No,Yes,No,7.4,0,0,11,0,193.65,0,0,290,0,No,No,No,No,No,Yes,Yes,Yes,No,No
ID0479,No,Yes,No,No,1.35,0,22.6,0,0,1.35,0,22.6,0,0,Yes,No,No,No,Yes,No,No,No,Yes,Yes
ID0480,No,No,Yes,No,18.35,0,0,6,0,1003.2,0,0,325,0,No,No,No,Yes,No,No,No,No,Yes,No
ID0481,No,No,No,No,4.4,0,0,0,0,60.65,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0482,No,Yes,No,No,5.8,0,20.85,0,0,86.75,0,288.05,0,0,No,No,No,No,No,No,No,No,Yes,No
ID0483,No,Yes,No,No,5.7,0,28.05,0,0,52.95,0,238.9,0,0,Yes,No,No,Yes,No,No,No,No,Yes,Yes
ID0484,Yes,No,Yes,No,3.65,9.5,0,7,0,21,76.05,0,55,0,No,No,No,No,No,Yes,Yes,No,No,No
ID0485,Yes,No,Yes,No,5.65,24,0,25.5,0,205.75,860.95,0,780,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0486,No,Yes,No,No,4.65,0,30,0,0,11.2,0,68.8,0,0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes
ID0487,No,No,Yes,No,8.25,0,0,19.75,0,476.7,0,0,1075,0,No,No,No,No,No,No,No,Yes,No,No
ID0488,Yes,No,Yes,No,9,25.25,0,9,0,464.65,1352.25,0,455,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0489,No,No,Yes,No,34.25,0,0,35.75,0,2472.65,0,0,2770,0,Yes,No,No,No,No,No,No,No,No,No
ID0490,No,Yes,No,No,9.5,0,27.35,0,0,196.2,0,401.65,0,0,No,No,No,Yes,Yes,Yes,Yes,No,No,No
ID0491,Yes,No,No,No,5.25,24.75,0,0,0,147.95,612.45,0,0,0,No,No,No,No,Yes,No,No,No,Yes,No
ID0492,No,No,Yes,No,8.75,0,0,27,0,337.75,0,0,1070,0,No,No,No,No,No,No,No,No,Yes,No
ID0493,Yes,Yes,Yes,No,2.8,13.5,29.9,16.5,0,5.3,45.75,83.55,60,0,No,No,Yes,Yes,No,Yes,No,No,No,Yes
ID0494,Yes,No,Yes,Yes,4.95,22,0,11.25,28.3,71.5,284.7,0,120,315.7,No,No,Yes,No,No,Yes,No,No,Yes,No
ID0495,Yes,No,Yes,No,12.85,40.25,0,15,0,687.9,2104.3,0,825,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0496,Yes,No,Yes,Yes,10.25,21.5,0,25.75,58.85,160.4,274,0,325,723.35,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0497,No,No,No,No,12.15,0,0,0,0,202.2,0,0,0,0,Yes,No,No,No,No,No,No,No,Yes,No
ID0498,Yes,No,Yes,Yes,24.4,41.25,0,9.5,36.7,1701,2799.45,0,615,2481.65,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0499,Yes,No,Yes,No,3.25,21,0,15.25,0,29.25,132.2,0,45,0,No,No,No,No,Yes,Yes,No,Yes,No,No
ID0500,Yes,No,No,No,5.4,16,0,0,0,155,408.05,0,0,0,No,Yes,No,No,No,Yes,Yes,No,No,No
